"card_name","issuer","card_type","annual_fee","annual_fee_year_1","annual_fee_year_2_plus","reward_model","rewards_type","card_family","cashback_rate_display","cashback_rate_effective","signup_bonus","signup_bonus_type","estimated_bonus_value_usd","minimum_spend_amount","bonus_to_spend_ratio","spend_time_frame","intro_apr_purchase","foreign_tx_fee","best_for","why_this_card_exiss","pros","cons","application_link","ftf","lounge","ge_tsa_precheck","special_feature_1","special_feature_2","gas_rate","grocery_rate","restaurant_rate","travel_airline_rate","travel_hotel_rate","travel_portal_rate","other_rate","rotating_categories","transfer_partners","credit_score_quantity","credit_score_quality"
"Amex Green","Amex","personal","150.0","150.0","150.0","travel","Membership Rewards (MR)","","","0.5","40000","points","600.0","$3,000","0.2","6","","No","Transit dining and travel spenders wanting Membership Rewards without premium annual fee","Entry Membership Rewards charge card for urban lifestyle and moderate travelers who want points flexibility","• 3× travel, transit, dining ✓ • Transfer to 20+ partners ✓ • CLEAR credit ✓","• $150 annual fee 💰 • Charge card, pay in full • Fewer credits than Gold","https://www.americanexpress.com/us/credit-cards/card/green/","0%","Lounge Collection","","CLEAR credit $189/yr","Transfer to 20+ partners","1.0","1.0","3.0","3.0","3.0","0.0","1.0","","Aer Lingus;Aeromexico;Air Canada;Air France/KLM;ANA;Avianca;British Airways;Cathay Pacific;Delta;Emirates;Etihad;Hawaiian;Iberia;JetBlue;Qantas;Qatar;Singapore;Virgin Atlantic;Hilton;Marriott;Choice","700","good"
"Amex Gold","Amex","personal","325","250.0","250.0","travel","Membership Rewards (MR)","","","0.5","100000","points","600.0","$6,000","0.1","6.0","","No","Dining and grocery spending for travelers who want strong category multipliers and flexible points","Premium dining and grocery card delivering highest earning in key categories with Membership Rewards transfer power","• 4× restaurants, supermarkets ✓ • 3× flights • $120 Uber + $120 dining ✓","• $250 annual fee 💰 • Credits need active use • Charge card, pay in full","https://www.americanexpress.com/us/credit-cards/card/gold-card/","0%","","","$120 Uber + $120 dining credits","Transfer to 20+ partners","1.0","4.0","4.0","3.0","3.0","0.0","1.0","","Aer Lingus;Aeromexico;Air Canada;Air France/KLM;ANA;Avianca;British Airways;Cathay Pacific;Delta;Emirates;Etihad;Hawaiian;Iberia;JetBlue;Qantas;Qatar;Singapore;Virgin Atlantic;Hilton;Marriott;Choice","700","good"
"Amex Platinum","Amex","personal","$895","695.0","695.0","travel","Membership Rewards (MR)","","","0.5","175000","points","800.0","$12,000","0.1","6.0","","No","Luxury travelers wanting premium lounge access elite status and comprehensive travel credits","Flagship premium travel card for frequent flyers prioritizing experience perks and airport lounge access over earning rates","• 5× flights, prepaid hotels ✓ • Centurion + Priority Pass + Sky Club ✓ • $200 hotel + $200 airline ✓","• $695 annual fee 💰 • Credits complex • Needs heavy travel","https://www.americanexpress.com/us/credit-cards/card/platinum/","0%","Centurion + Priority Pass + Sky Club","Yes ($120/4yr)","$200 hotel + $200 airline credits","5× flights and prepaid hotels","1.0","1.0","1.0","5.0","5.0","5.0","1.0","","Aer Lingus;Aeromexico;Air Canada;Air France/KLM;ANA;Avianca;British Airways;Cathay Pacific;Delta;Emirates;Etihad;Hawaiian;Iberia;JetBlue;Qantas;Qatar;Singapore;Virgin Atlantic;Hilton;Marriott;Choice","700","good"
"Barclays JetBlue Premier","Barclays","personal","499.0","499.0","499.0","airline","JetBlue TrueBlue","JetBlue ","6 / 2 / 1","0.5","80000.0","miles","800.0","$5,000","0.16","3.0","","No","JetBlue frequent flyers wanting lounge access and premium perks","Premium JetBlue card with BlueHouse Priority Pass and $300 TrueBlue Travel credits","• 80k + 5 tiles after $5k + AF ✓ • 6× JetBlue ✓ • 2× restaurants, grocery ✓ • BlueHouse + Priority Pass ✓ • GE/TSA ✓","• $499 AF ($150 per AU) 💰 • Best with heavy JetBlue travel • TrueBlue limited","https://cards.barclaycardus.com/banking/cards/jetblue-premier-card/","0%","BlueHouse + Priority Pass Select","Yes ($120/4yr)","$300 TrueBlue Travel credits/yr; Group A boarding","5000 anniversary; 10% points back on Award Flight","2.0","1.0","2.0","6.0","1.0","0.0","1.0","","","700","good"
"Barclays JetBlue Plus","Barclays","personal","99.0","99.0","99.0","airline","JetBlue TrueBlue","JetBlue ","6 / 2 / 1","0.5","70000.0","miles","700.0","$1,000","0.7","3.0","","No","Occasional JetBlue flyers wanting free checked bag and $100 Vacations credit","Mid-tier JetBlue co-brand with 6× JetBlue and anniversary bonus","• 70k after $1k + pay AF ✓ • 6× JetBlue ✓ • 2× restaurants, grocery ✓ • Free bag +3 ✓ • $100 Vacations credit ✓","• $99 annual fee 💰 • Fewer perks than Premier • Best for 2-3 trips/yr","https://cards.barclaycardus.com/banking/cards/jetblue-plus-card/","0%","","","$100 JetBlue Vacations credit/yr; 5000 anniversary","10% points back on Award Flight; Free bag +3 companions","2.0","1.0","2.0","6.0","1.0","0.0","1.0","no","","700","good"
"Barclays Frontier Airlines World Mastercard","Barclays","personal","0 intro annual fee for the first year, then $99 after that","0.0","99.0","airline","Airline Miles","","15 / 3 / 1","0.5","50000.0","miles","500.0","$1,000","0.5","3.0","0% for 15 months balance transfer","No","Budget airline travelers flying Frontier frequently wanting two free bags and Elite Gold","Ultra-low-cost carrier co-brand with two free checked bags $100 anniversary voucher and Instant Elite Gold","• 50k miles after $1k ✓ • 15× flyfrontier.com ✓ • Two free bags ✓ • $100 voucher/yr (spend $2.5k) ✓ • Instant Elite Gold ✓","• Frontier miles low value 📉 • $99 after year one 💰 • Limited route network","https://cards.barclaycardus.com/banking/cards/frontier-airlines-world-mastercard/","0%","","","$100 flight voucher each anniversary ($2.5k spend)","Instant Elite Gold; Two free checked bags; 0% BT 15 mo","1.0","1.0","1.0","5.0","1.0","0.0","1.0","","","700","good"
"Barclays JetBlue Business Card","Barclays","business","99.0","99.0","99.0","airline","JetBlue TrueBlue","JetBlue ","6 / 2 / 1","0.5","60000.0","miles","600.0","$2,000","0.3","3.0","","No","Small businesses flying JetBlue regularly for client meetings or team travel","JetBlue business co-brand with 6× JetBlue 2× restaurants/office supply and Group A boarding","• 60k after $2k + pay AF ✓ • 6× JetBlue ✓ • 2× restaurants, office supply ✓ • Free bag +3 ✓ • Group A boarding ✓","• $99 annual fee 💰 • Best with regular JetBlue travel • TrueBlue limited","https://cards.barclaycardus.com/banking/cards/jetblue-business-card/","0%","","","$100 JetBlue Vacations credit/yr; 5000 anniversary","Group A boarding; 10% points back on Award Flight","2.0","1.0","2.0","6.0","1.0","0.0","1.0","","","700","good"
"Marriott Bonvoy Bevy American Express Card","Amex","personal","250.0","250.0","250.0","hotel","Marriott Bonvoy Points","Marriott ","6 / 4 / 2","0.5","175000","points","333.0","5000","0.333","6","","No","Regular Marriott guests wanting Gold Elite and credits","Mid-premium Marriott Amex with automatic status and anniversary night","• 6× Marriott ✓ • Free night (50k) ✓ • Gold Elite + $150 credits ✓","• $250 annual fee 💰 • Free night caps at 50k • Marriott-only value","https://www.americanexpress.com/us/credit-cards/card/marriott-bonvoy-bevy/","0%","","","Gold Elite + $150 credits","Free night (50k pts)","1.0","1.0","1.0","1.0","6.0","0.0","1.0","","Aer Lingus;Aeromexico;Air Canada;Air France/KLM;ANA;Avianca;British Airways;Cathay Pacific;Delta;Emirates;Etihad;Hawaiian;Iberia;JetBlue;Qantas;Qatar;Singapore;Virgin Atlantic;Hilton;Marriott;Choice","700","good"
"Hilton Honors American Express Aspire Card","Amex","personal","550","450.0","450.0","hotel","Hilton Honors Points","Hilton ","14 / 7 / 3","0.4","175000.0","points","583.0","6000","0.583","6","","No","Frequent Hilton guests seeking Diamond status and resort credits","Premium Hilton card with top-tier status and strong perks package","• Diamond status ✓ • $250 airline + $250 resort ✓ • Priority Pass ✓","• $450 annual fee 💰 • Needs regular Hilton • Lower point value 📉","https://www.americanexpress.com/us/credit-cards/card/hilton-honors-aspire/","0%","Priority Pass","","$250 airline + $250 resort credits","Diamond status","1.0","1.0","1.0","1.0","12.0","0.0","1.0","","Aer Lingus;Aeromexico;Air Canada;Air France/KLM;ANA;Avianca;British Airways;Cathay Pacific;Delta;Emirates;Etihad;Hawaiian;Iberia;JetBlue;Qantas;Qatar;Singapore;Virgin Atlantic;Hilton;Marriott;Choice","700","good"
"American Express Green Card","Amex","personal","150.0","150.0","150.0","travel","Membership Rewards (MR)","","3 / 3 / 1","0.5","40000","points","500.0","$3,000","0.1667","6","","No","Transit and dining spenders wanting Membership Rewards","Entry charge card for lifestyle + travel with clean design","• 3× travel, transit, dining ✓ • CLEAR credit ✓ • Transferable MR ✓","• $150 annual fee 💰 • Charge card, pay in full • Narrower than Gold","https://www.americanexpress.com/us/credit-cards/card/green/","0%","Lounge Collection","","CLEAR credit $189/yr","Transfer to 20+ partners","1.0","1.0","3.0","3.0","3.0","0.0","1.0","","Aer Lingus;Aeromexico;Air Canada;Air France/KLM;ANA;Avianca;British Airways;Cathay Pacific;Delta;Emirates;Etihad;Hawaiian;Iberia;JetBlue;Qantas;Qatar;Singapore;Virgin Atlantic;Hilton;Marriott;Choice","700","good"
"Delta SkyMiles Gold American Express Card","Amex","personal","0.0","99.0","99.0","airline","Delta SkyMiles","Delta ","2 / 1","0.5","50000.0","miles","500.0","$6,000","0.0833","6.0","","No","Moderate Delta flyers wanting free bag and early boarding","Mid-tier Delta card with core perks at accessible fee","• First year free ✓ • Free checked bag ✓ • 2× Delta, restaurants","• $99 after year 1 💰 • Smaller bonus vs Platinum • Best for several Delta/yr","https://www.americanexpress.com/us/credit-cards/card/delta-skymiles-gold/","0%","","","Free checked bag","15% off Delta inflight","1.0","1.0","2.0","2.0","1.0","0.0","1.0","","Aer Lingus;Aeromexico;Air Canada;Air France/KLM;ANA;Avianca;British Airways;Cathay Pacific;Delta;Emirates;Etihad;Hawaiian;Iberia;JetBlue;Qantas;Qatar;Singapore;Virgin Atlantic;Hilton;Marriott;Choice","700","good"
"Hilton Honors American Express Surpass Card","Amex","personal","150.0","150.0","150.0","hotel","Hilton Honors Points","Hilton ","12 / 6 / 3","0.4","150000.0","points","500.0","$1,000","0.5","3.0","","No","Regular Hilton guests seeking high earn rates and automatic Gold status","Mid-tier Hilton card balancing strong multipliers and manageable fee","• 12× Hilton ✓ • 6× groceries, gas, dining ✓ • Gold Elite + weekend night ✓","• $150 annual fee 💰 • Hilton footprint only • Lower point value 📉","https://www.americanexpress.com/us/credit-cards/card/hilton-surpass/","0%","","","Gold Elite + weekend night","6× groceries gas dining","1.0","1.0","1.0","1.0","12.0","0.0","1.0","","Aer Lingus;Aeromexico;Air Canada;Air France/KLM;ANA;Avianca;British Airways;Cathay Pacific;Delta;Emirates;Etihad;Hawaiian;Iberia;JetBlue;Qantas;Qatar;Singapore;Virgin Atlantic;Hilton;Marriott;Choice","700","good"
"Marriott Bonvoy Brilliant American Express Card","Amex","personal","650.0","650.0","650.0","hotel","Marriott Bonvoy Points","Marriott ","6 / 3 / 2","0.5","200000","points","616.0","6000","0.616","6","","No","Heavy Marriott travelers wanting Platinum Elite and luxury credits","Premium Marriott Amex with top-tier status and statement credits","• Platinum Elite ✓ • $300 Marriott credit ✓ • Free night (85k) ✓","• $650 annual fee 💰 • Best for frequent Marriott • Free night strong value","https://www.americanexpress.com/us/credit-cards/card/marriott-bonvoy-brilliant/","0%","Priority Pass (unlimited)","Yes ($120/4yr)","$300 Marriott credit","Free night (85k pts)","1.0","1.0","1.0","1.0","6.0","0.0","1.0","","Aer Lingus;Aeromexico;Air Canada;Air France/KLM;ANA;Avianca;British Airways;Cathay Pacific;Delta;Emirates;Etihad;Hawaiian;Iberia;JetBlue;Qantas;Qatar;Singapore;Virgin Atlantic;Hilton;Marriott;Choice","700","good"
"Delta SkyMiles Platinum American Express Card","Amex","personal","350.0","350.0","350.0","airline","Delta SkyMiles","Delta ","3 / 1","0.5","70000.0","miles","700.0","$8,000","0.0875","6.0","","No","Frequent Delta flyers needing companion certificate and lounge access","Premium Delta card with strong perks for regular SkyMiles flyers","• Companion certificate ✓ • Sky Club access ✓ • Free bags ✓","• $350 annual fee 💰 • Companion cert restrictions • Best for frequent Delta","https://www.americanexpress.com/us/credit-cards/card/delta-skymiles-platinum/","0%","Sky Club (when flying Delta)","","Companion certificate","Free checked bags","1.0","1.0","2.0","2.0","1.0","0.0","1.0","","Aer Lingus;Aeromexico;Air Canada;Air France/KLM;ANA;Avianca;British Airways;Cathay Pacific;Delta;Emirates;Etihad;Hawaiian;Iberia;JetBlue;Qantas;Qatar;Singapore;Virgin Atlantic;Hilton;Marriott;Choice","700","good"
"Hilton Honors American Express Business Card","Amex","business","195.0","195.0","195.0","hotel","Hilton Honors Points","Hilton ","12 / 5 / 3","0.4","150000.0","points","500.0","$1,000","0.5","3.0","","No","Small businesses with Hilton stays wanting Gold status and credits","Business Hilton card with $240 credit Gold status and path to Diamond","• 12× Hilton ✓ • $240 Hilton credit ($60/qtr) ✓ • Gold Elite ✓ • Diamond at $40k spend ✓ • No FX fee ✓","• $195 annual fee 💰 • Lower point value 📉 • Best with Hilton travel","https://www.americanexpress.com/us/credit-cards/business/business-credit-cards/hilton-honors/","0%","","","$240 Hilton credit ($60/qtr)","National Emerald Club Executive; Diamond at $40k","1.0","1.0","1.0","1.0","12.0","0.0","1.0","","Aer Lingus;Aeromexico;Air Canada;Air France/KLM;ANA;Avianca;British Airways;Cathay Pacific;Delta;Emirates;Etihad;Hawaiian;Iberia;JetBlue;Qantas;Qatar;Singapore;Virgin Atlantic;Hilton;Marriott;Choice","700","good"
"Marriott Bonvoy Business American Express Card","Amex","business","125.0","125.0","125.0","hotel","Marriott Bonvoy Points","Marriott ","6 / 4 / 2","0.5","100000.0","points","333.0","$1,000","0.333","3.0","","No","Businesses with Marriott stays seeking Gold Elite and 7% room discount","Mid-tier Marriott business card with Gold status 7% Amex rate and dual free nights","• 6× Marriott ✓ • 4× restaurants gas wireless shipping ✓ • Free night (35k) ✓ • Gold Elite ✓ • 7% room discount ✓ • No FX fee ✓","• $125 annual fee 💰 • Free night caps at 35k • Marriott loyalty needed","https://www.americanexpress.com/us/credit-cards/business/business-credit-cards/amex-marriott-bonvoy-business-credit-card/","0%","","","7% room discount; 15 Elite Night Credits","2nd free night after $60k; Air+Car transfer","1.0","1.0","1.0","1.0","6.0","0.0","1.0","","Aer Lingus;Aeromexico;Air Canada;Air France/KLM;ANA;Avianca;British Airways;Cathay Pacific;Delta;Emirates;Etihad;Hawaiian;Iberia;JetBlue;Qantas;Qatar;Singapore;Virgin Atlantic;Hilton;Marriott;Choice","700","good"
"Delta SkyMiles Gold Business American Express Card","Amex","business","150.0","0.0","150.0","airline","Delta SkyMiles","Delta ","2 / 2 / 1","0.5","60000.0","miles","600.0","$6,000","0.1","6.0","","No","Small businesses with moderate Delta travel wanting $200 flight credit","Entry-mid Delta business card with $200 credit $150 Delta Stays and free first year","• First year free ✓ • $200 Delta credit after $10k ✓ • $150 Delta Stays ✓ • Free bag ✓ • 15% Award Travel ✓ • No FX fee ✓","• $150 after year 1 💰 • Credits need Delta use • Best for several Delta/yr","https://www.americanexpress.com/en-us/business/credit-cards/delta-skymiles-gold/","0%","","","$200 Delta credit ($10k spend)","$150 Delta Stays; 20% inflight","1.0","1.0","2.0","2.0","1.0","0.0","1.0","","Aer Lingus;Aeromexico;Air Canada;Air France/KLM;ANA;Avianca;British Airways;Cathay Pacific;Delta;Emirates;Etihad;Hawaiian;Iberia;JetBlue;Qantas;Qatar;Singapore;Virgin Atlantic;Hilton;Marriott;Choice","700","good"
"Delta SkyMiles Platinum Business American Express Card","Amex","business","350.0","350.0","350.0","airline","Delta SkyMiles","Delta ","3 / 1.5 / 1","0.5","90000.0","miles","900.0","$8,000","0.1125","6.0","","No","Frequent Delta business travelers seeking companion certificate and MQD boost","Premium Delta business card with Companion Certificate GE/TSA and $400+ in credits","• Companion certificate ✓ • GE/TSA credit ✓ • $120 Resy + $120 Rideshare + $200 Delta Stays ✓ • MQD Headstart $2.5k ✓ • Free bags ✓ • No FX fee ✓","• $350 annual fee 💰 • Companion cert restrictions • Best for regular Delta travel","https://www.americanexpress.com/en-us/business/credit-cards/delta-skymiles-platinum/","0%","","","Companion cert; GE/TSA credit","$120 Resy + $120 Rideshare + $200 Delta Stays","1.0","1.0","2.0","2.0","1.0","0.0","1.0","","Aer Lingus;Aeromexico;Air Canada;Air France/KLM;ANA;Avianca;British Airways;Cathay Pacific;Delta;Emirates;Etihad;Hawaiian;Iberia;JetBlue;Qantas;Qatar;Singapore;Virgin Atlantic;Hilton;Marriott;Choice","700","good"
"The Business Platinum Card from American Express","Amex","business","695.0","695.0","695.0","travel","Membership Rewards (MR)","","","0.5","150000.0","points","1500.0","$8,000","0.1875","6.0","","No","High-spend businesses needing premium travel benefits and credits","Flagship Amex business card with luxury perks and flexible points","• 1.5× on $5k+ purchases ✓ • Dell, Adobe, Indeed credits ✓ • Centurion + lounges ✓ • Doesn't count 5/24","• $695 annual fee 💰 • Credits need optimization • Best for heavy biz travel","https://www.americanexpress.com/us/credit-cards/business/business-credit-cards/american-express-business-platinum-credit-card-amex/","0%","Centurion + Priority Pass + others","Yes ($120/4yr)","Dell Adobe Indeed credits","1.5× on $5k+ purchases","1.0","1.0","1.0","5.0","5.0","5.0","1.0","","Aer Lingus;Aeromexico;Air Canada;Air France/KLM;ANA;Avianca;British Airways;Cathay Pacific;Delta;Emirates;Etihad;Hawaiian;Iberia;JetBlue;Qantas;Qatar;Singapore;Virgin Atlantic;Hilton;Marriott;Choice","700","good"
"Blue Business Plus Credit Card from American Express","Amex","business","0.0","0.0","0.0","travel","Membership Rewards (MR)","","2","0.5","15000.0","points","150.0","$3,000","0.05","3.0","","No","Small businesses wanting no-fee Membership Rewards earning","Entry business card with flat Membership Rewards and no annual fee","• No annual fee ✓ • 2× on all (up to $50k/yr) ✓ • Transferable MR ✓ • Doesn't count 5/24","• 2× capped at $50k/yr • Lower bonus • No premium perks","https://www.americanexpress.com/us/credit-cards/business/business-credit-cards/american-express-blue-business-plus-credit-card-amex/","0%","","","2× up to $50k/yr","Expanded Buying Power","2.0","2.0","2.0","2.0","2.0","0.0","2.0","","Aer Lingus;Aeromexico;Air Canada;Air France/KLM;ANA;Avianca;British Airways;Cathay Pacific;Delta;Emirates;Etihad;Hawaiian;Iberia;JetBlue;Qantas;Qatar;Singapore;Virgin Atlantic;Hilton;Marriott;Choice","700","good"
"Business Gold Card from American Express","Amex","business","375.0","375.0","375.0","travel","Membership Rewards (MR)","","4 / 3 / 1","0.5","70000.0","points","700.0","$10,000","0.07","3.0","","No","Businesses with concentrated spend in two categories wanting 4× plus FedEx Grubhub Office Supply credits","Business Gold with 4× on top 2 of 6 categories 3× AmexTravel and up to $395 annual credits","• 4× top 2 categories (advertising electronics restaurants gas transit wireless) ✓ • 3× AmexTravel ✓ • $240 FedEx Grubhub Office Supply ✓ • $155 Walmart+ ✓ • No FX fee ✓","• $375 annual fee 💰 • Top 2 categories change by billing cycle • Credits need enrollment","https://www.americanexpress.com/us/credit-cards/business/business-credit-cards/american-express-business-gold-card-amex/","0%","","","$240 FedEx Grubhub Office Supply credit","$155 Walmart+ credit","4.0","4.0","4.0","3.0","3.0","0.0","1.0","","Aer Lingus;Aeromexico;Air Canada;Air France/KLM;ANA;Avianca;British Airways;Cathay Pacific;Delta;Emirates;Etihad;Hawaiian;Iberia;JetBlue;Qantas;Qatar;Singapore;Virgin Atlantic;Hilton;Marriott;Choice","700","good"
"Breeze Easy Visa","Barclays","personal","89.0","89.0","89.0","airline","BreezePoints","","10 / 4 / 2 / 1","0.5","30000","points","300.0","$1,000","0.3","3.0","0% for 12 months balance transfer","No","Breeze Airways flyers in select markets wanting BreezePoints and Breezy 1 benefits","Breeze co-brand with up to 10× on Nicer/Nicest Bundles 2× grocery/restaurants and 7.5k anniversary","• 30k BreezePoints ($300) ✓ • 10× Nicer/Nicest 4× Nice 2× grocery/restaurants ✓ • 7500 anniversary ✓ • No FX fee ✓","• $89 annual fee 💰 • Breeze routes only • BreezePoints redeem Breeze only","https://cards.barclaycardus.com/banking/cards/breeze-airways/","0%","","","7500 BreezePoints anniversary; Breezy 1 + Bundle Upgrade","2× grocery & restaurants; Free inflight WiFi","1.0","1.0","1.0","5.0","1.0","0.0","1.0","","","700","good"
"Wells Fargo Signify Business Cash","Wells Fargo","business","0.0","0.0","0.0","cashback","Cash","","2","2.0","500.0","dollars","500.0","$5,000","0.1","3.0","0% for 12 months","","Businesses wanting simple unlimited 2% cash back with no annual fee","Unlimited 2% cash back no caps; $500 bonus; rewards don't expire; Priority Pass; employee cards no fee.","• 2% on all business ✓ • $500 bonus ($5k in 3 mo) ✓ • No annual fee ✓ • Priority Pass (pay per visit) ✓ • Rewards don't expire ✓","• $5k spend for bonus • No category bonuses • Statement credit only • Lounge fees apply","https://creditcards.wellsfargo.com/business-credit-cards/signify-business-cash-credit-card/","","Priority Pass (pay per visit; fees apply)","","$500 bonus when you spend $5k in first 3 months","0% intro APR 12 mo; Employee cards no extra cost; Travel Accident $250k; MasterRental","0.0","0.0","0.0","0.0","0.0","0.0","2.0","","","700","good"
"Wells Fargo Choice Privileges Select Mastercard","Wells Fargo","personal","95.0","95.0","95.0","hotel","Choice Privileges","Choice ","10 / 5 / 1","0.5","60000.0","points","600.0","$3,000","0.2","3.0","","No","Choice Hotels loyalists wanting Platinum Elite and strong category earning","Premium Choice co-brand with 10× at Choice and 30k anniversary bonus","• 60k pts after $3k ✓ • 10× Choice ✓ • 30k anniversary + Platinum Elite ✓ • No FX fee ✓","• $95 annual fee 💰 • 15-mo Choice rule • Economy brands only","https://creditcards.wellsfargo.com/wells-fargo-choice-privileges-credit-cards/","0%","","","30k anniversary pts; Platinum Elite; 20 Elite Nights","GE/TSA $120/4yr; Cell phone $800","1.0","1.0","1.0","1.0","5.0","0.0","1.0","","","700","good"
"Wells Fargo Choice Privileges Mastercard","Wells Fargo","personal","0.0","0.0","0.0","hotel","Choice Privileges","Choice ","5 / 3 / 1","0.5","40000","points","600.0","$1,000","0.6","3.0","","No","Choice Hotels guests wanting no-fee earning and Gold Elite","No-fee Choice co-brand with solid category multipliers","• 60k pts after $1k ✓ • 5× Choice ✓ • Gold Elite • No annual fee ✓ • No FX fee ✓","• 15-mo Choice rule • Lower earn than Select • Economy brands","https://creditcards.wellsfargo.com/wells-fargo-choice-privileges-credit-cards/","0%","","","Gold Elite; 10 Elite Qualifying Nights","Cell phone protection $800","1.0","1.0","1.0","1.0","5.0","0.0","1.0","","","700","good"
"Wells Fargo One Key+ Card","Wells Fargo","personal","99.0","99.0","99.0","travel","Wells Fargo Rewards","","3 / 3 / 2","0.5","350.0","dollars","350.0","$3,000","0.1167","3.0","","No","Expedia Hotels.com Vrbo bookers wanting premium OneKeyCash earning","Premium One Key card with 3× on Expedia group and $100 annual OneKeyCash","• 3× Expedia, Hotels.com, Vrbo ✓ • $350 + $100/yr OneKeyCash ✓ • Gold tier ✓ • No FX fee ✓","• $99 annual fee 💰 • OneKeyCash Expedia only • 48-mo One Key rule","https://creditcards.wellsfargo.com/one-key-plus-credit-card/","0%","","","$100 OneKeyCash anniversary; Gold tier (Platinum at $30k)","GE/TSA $120/4yr; Cell phone $1000","1.0","1.0","1.0","1.0","3.0","0.0","1.0","","","700","good"
"Wells Fargo One Key Card","Wells Fargo","personal","0.0","0.0","0.0","travel","Wells Fargo Rewards","","3 / 3 / 1.5","0.5","250.0","dollars","250.0","$1,000","0.25","3.0","","No","Expedia Hotels.com Vrbo bookers wanting no-fee OneKeyCash earning","No-fee One Key card for Expedia group travel rewards","• 3× Expedia group ✓ • $250 OneKeyCash ✓ • No annual fee ✓ • No FX fee ✓","• OneKeyCash Expedia only • 48-mo One Key rule • Lower than One Key+","https://creditcards.wellsfargo.com/one-key-credit-card/","0%","","","Silver tier; Gold at $15k spend/yr","Cell phone protection $1000","1.0","1.0","1.0","1.0","3.0","0.0","1.0","","","700","good"
"Wells Fargo Autograph Card","Wells Fargo","personal","0.0","0.0","0.0","travel","Wells Fargo Rewards","","3 / 1","0.5","20000.0","points","200.0","$1,000","0.2","3.0","0% for 12 months","No","Travel dining gas transit streaming and phone spenders wanting no annual fee","No-fee 3× card for restaurants travel gas transit streaming phone plans","• 3× travel, dining, gas, streaming, phone ✓ • 20k pts ($200) ✓ • No annual fee ✓ • No FX fee ✓","• 48-mo bonus rule • 6-mo WF rule • Partners weaker vs Chase/Amex 📉","https://creditcards.wellsfargo.com/autograph-visa-credit-card/","0%","","","3× restaurants travel gas transit streaming phone","Cell phone protection $600; 0% intro 12 mo","3.0","3.0","3.0","3.0","3.0","0.0","1.0","","","700","good"
"Wells Fargo Autograph Journey Card","Wells Fargo","personal","95.0","95.0","95.0","travel","Wells Fargo Rewards","","5 / 4 / 3 / 1","0.5","60000.0","points","600.0","$4,000","0.15","3.0","","No","Frequent travelers wanting strong hotel and airline multipliers with manageable annual fee","Premium travel card with 5× hotels 4× airlines and $50 airline credit","• 5× hotels, 4× airlines ✓ • 60k pts ($600) ✓ • $50 airline credit ✓ • No FX fee ✓","• $95 annual fee 💰 • 48-mo bonus rule • $50 credit needs $50+ airline","https://creditcards.wellsfargo.com/autograph-journey-visa-credit-card/","0%","","","$50 airline credit (min $50 purchase)","Cell phone $1000; Trip cancellation coverage","3.0","3.0","3.0","4.0","5.0","0.0","1.0","","","700","good"
"Capital One Platinum Secured","Capital One","secured","0.0","0.0","0.0","secured","None","Platinum","0","0.0","","","","$49, $99 or $200 minimum refundable deposit","","","","No","Building or rebuilding credit with a secured card and refundable deposit","Secured card focused on credit building with no annual fee and potential lower deposit tiers, designed for users with limited or damaged credit histories","• No annual fee ✓ • No foreign transaction fees ✓ • Refundable security deposit ✓","• No rewards • Requires upfront deposit • APR typically high for secured cards","https://www.capitalone.com/credit-cards/platinum-secured/","0%","","","Refundable security deposit","Potential lower deposit tiers","0.0","0.0","0.0","0.0","0.0","0.0","0.0","no","","580","poor"
"Capital One Quicksilver Student","Capital One","student","0.0","0.0","0.0","cashback","Cash","Quicksilver","1.5","1.5","50.0","dollars","50.0","$100","0.5","3.0","","No","Students who want simple unlimited cash back and no foreign transaction fees","Straightforward student rewards card with 1.5% cash back on all purchases and a low-spend welcome bonus, plus no foreign transaction fees for travel and study abroad","• Unlimited 1.5% cash back ✓ • $50 bonus after $100 spend ✓ • No foreign transaction fees ✓","• No big category bonuses • No intro APR • Limited premium perks","https://www.capitalone.com/credit-cards/quicksilver-student/","0%","","","Rewards don't expire","$0 Fraud Liability","1.5","1.5","1.5","1.5","1.5","1.5","1.5","no","","640","ok"
"Capital One Savor Student","Capital One","student","0.0","0.0","0.0","cashback","Cash","Savor","3 / 1","2.0","50.0","dollars","50.0","$100","0.5","3.0","","No","Students with heavy dining grocery entertainment and streaming spend","Strong student cash back for common campus categories, offering 3% on dining, grocery stores, entertainment and popular streaming services, plus no foreign transaction fees","• 3% dining grocery entertainment streaming ✓ • $50 bonus after $100 spend ✓ • No foreign transaction fees ✓","• 1% outside categories • Grocery excludes some superstores • No intro APR","https://www.capitalone.com/credit-cards/savor-student/","0%","","","Capital One Entertainment elevated earn","$0 Fraud Liability","1.0","3.0","3.0","1.0","1.0","1.0","1.0","no","","640","ok"
